a,e,i,c
47.23764963,0.14795001,29.06371396,8.40325431201802
38.05399678,0.07312856,26.20163675,2.052802557444143
39.81615381,0.0558361,44.55230009,-1.7792499772088273
46.03210591,0.23248346,33.42957569,26.799047291662102
38.63700462,0.02870513,34.30673112,-3.825445152117943
30.15319202,0.10100938,30.80742758,12.452339023516954
64.39808103,0.50389015,31.9623593,-1.6974088275942372
75.02218534,0.35284594,36.2594484,16.914017305439057
65.88782092,0.4356039,27.03051927,19.5141215492892
43.28578509,0.11979643,29.65842676,-2.53146778128458
47.72274086,0.19221659,26.62700994,18.299477999428962
38.70661344,0.07164141,29.93433878,36.57564750647783
43.6253878,0.29702726,32.7634235,7.731938854518858
39.74499052,0.06350085,54.79159383,5.027423889502419
55.45673404,0.32523215,29.14625544,6.305795230892361
39.35099032,0.14411102,26.78944089,26.317343440988246
55.03267648,0.41708852,23.94130113,14.523906164046323
44.8384602,0.17778958,31.740488,9.857895791751885
46.52269805,0.14606751,30.17854911,7.147674029185034
40.81979244,0.15628113,24.00878263,5.855435362485431
53.47720388,0.35103627,62.86458272,-5.458819404243053
48.00238324,0.27301233,30.00482049,11.800345323602643
131.28134633,0.70063142,32.01413245,5.257166784040003
51.56684573,0.36122779,34.4325689,6.072018745564608
448.50388867,0.92140562,54.11066262,18.362812813299985
55.42918488,0.37481249,23.06024154,4.892245965567509
45.26450153,0.09078439,17.99394478,3.0891552548771704
41.87966871,0.13466791,26.12294238,27.132251638406046
64.75742656,0.45774237,24.80202281,16.296820226679586
43.76299628,0.26914286,18.95179586,8.2962982418434
55.64049486,0.36650326,21.9090645,-0.32349811397584655
55.3799797,0.38216547,25.97599715,21.38879650671828
52.98165217,0.31307298,24.70598591,23.697868025256028
45.9133013,0.17317045,21.52764268,52.0952948847334
40.53521107,0.09259434,25.37303995,1.4897188231366263
42.92375078,0.03580729,32.67635148,2.8366582583305178
54.98038246,0.32253174,29.03911833,8.390687316514171
42.9598141,0.01426403,12.08909088,21.01035617888058
34.84515533,0.04670081,7.12155655,9.209964929675271
41.77811538,0.04602814,15.18491541,25.94672066636628
40.22023921,0.06169508,35.37456035,-0.9092415568397159
164.76322349,0.79867431,23.4104818,15.06732454918657
45.45535384,0.16669256,27.52741395,13.740749314030296
46.13211296,0.18073178,14.33621169,15.198418036914351
40.88648062,0.06648983,14.78819022,29.185742856690013
43.64234273,0.16406892,10.62628549,27.341499501506313
71.93803814,0.48439925,37.93675881,34.90699412772851
66.75005924,0.58480083,24.13917605,28.089900713880954
51.49368997,0.2677231,32.12844921,11.331679401236377
55.35152976,0.44182747,14.60133296,12.262140641361757
69.27498393,0.46810978,16.68587667,13.739393004612948
40.30263066,0.02426564,16.96821057,9.207887626226679
49.55678412,0.23889805,23.59199879,10.507992025364816
185.27378652,0.77650019,37.02407055,9.839876450250529
51.35100307,0.29079025,52.13688902,-7.929593333489973
91.43790718,0.62422481,35.65483636,10.918232305978972
42.52619887,0.17953876,37.39063106,7.924083428007784
147.93237324,0.78786283,28.52993933,10.920979480474829
79.34394335,0.53808554,26.63031286,13.749463260483367
53.04688253,0.31439892,37.36658634,15.163333551573027
30.04438542,0.03626906,38.92274761,3.389679588295489
55.61789377,0.4072785,29.35003261,0.8892092771085729
42.21047638,0.19622656,52.29923272,-0.6297633473258079
49.94561688,0.2438581,42.40879553,11.94017530236172
76.71708504,0.59189945,28.98696157,5.953086325066152
40.14474888,0.16577713,23.14605584,7.459844185230309
42.22774839,0.14318227,12.28293761,30.8467608477355
45.4811497,0.18490871,7.05936855,18.206654235528447
42.01619123,0.03003569,28.56388007,7.650657151134779
44.59580842,0.12018056,6.39181373,30.382708495771944
42.37337941,0.0814703,6.24212895,35.10974756058264
38.30276833,0.04897595,35.08074886,12.401375831846204
46.51340387,0.20703722,27.89822124,23.27357201957255
33.16778,0.10834255,14.99015002,68.80653339305212
44.26294128,0.12302879,8.72017879,44.71848539604773
47.32373479,0.13891574,27.44485589,4.810538713947601
42.46168661,0.11208701,27.12610635,2.8151041501865643
48.62571779,0.24740388,27.65592717,16.656898989137048
47.33346338,0.16485829,23.56767019,-1.7329051244515405
43.71864087,0.0439949,8.89916273,49.20714234939678
43.69934761,0.15469632,5.74104554,34.256270491987586
43.6455107,0.29318251,16.94072912,3.806689710999869
93.15116839,0.63085312,24.4199542,7.940210477724988
59.80674324,0.33432574,15.61471593,25.79370354904823
171.52597389,0.79449225,16.97565509,14.832685216911786
42.28659601,0.18314818,7.95273888,3.7142145286637405
171.62588413,0.76719501,21.38753829,8.35930483657743
41.90742644,0.06322131,22.86087195,4.356274218092544
43.80156757,0.09724936,10.88653825,16.23376829923661
44.26719788,0.15741635,10.42290477,11.898301768857715
47.78899083,0.10444322,12.0401239,39.01608171275948
42.80971104,0.12452843,20.77678208,33.98006202477761
43.15587029,0.08479676,12.36715728,22.20809477782443
45.54663146,0.14499018,25.07857274,16.911694062009282
64.8834534,0.44386982,39.43600926,5.724936996576311
38.50564408,0.09721897,55.8755939,3.190460397530425
42.72565526,0.14034816,20.83945745,20.62279647702625
52.98783922,0.30777124,23.00849752,4.539847796137094
45.25214649,0.11174024,29.93771463,32.320806860156395
107.0536769,0.69394787,24.45469183,26.93135942690223
45.89171821,0.13948709,34.70484225,1.2192588432846887
44.45235292,0.19402095,19.76268686,17.635897504696384
46.67138736,0.23482701,20.52296615,7.5976041627777215
45.32846742,0.15531972,21.44912477,12.54986045052108
52.58230788,0.2735801,28.19156883,6.679015248739679
46.98595177,0.19793371,13.35579606,25.773246071112844
49.61090059,0.27073642,16.63392245,9.690488050763106
244.99312657,0.84043148,21.52668557,20.524437107950156
40.15506274,0.06554369,17.35654747,16.321612055975887
44.33848175,0.13752942,13.84926537,2.0653185743310787
69.49397983,0.55320799,26.77968126,11.847331867692331
43.44413726,0.14092422,16.04258343,3.291466566023271
39.2668521,0.21116997,16.90665473,23.086686052192967
233.00442741,0.84932945,13.22083283,16.701207416113263
37.80180253,0.06107625,21.3811442,5.124775228275613
36.34931412,0.06753486,15.31215887,6.546608829687458
43.6327886,0.27451683,20.64751585,-4.023343055793952
42.83502661,0.09409696,15.57337011,25.000271481762592
45.69646076,0.1985712,26.68160544,0.70327669792555
62.59879375,0.39566596,16.30618831,33.03046400602451
49.63878046,0.25690792,20.04200723,1.6209354714062734
43.14650983,0.1045511,17.53936708,30.704762538872743
36.35780564,0.11202084,22.70173238,8.420169917389146
46.58630026,0.58118898,18.73831544,35.26566025550245
79.75923646,0.55544193,28.91842715,8.379000349487905
40.62259595,0.24807655,15.0396889,-1.5191082620147036
73.14828973,0.47605191,28.49655707,15.644613225519516
37.99405537,0.03295425,27.79343386,7.676422082919716
59.46739772,0.35790241,19.16399056,4.40847937000816
45.59092472,0.18737647,23.3754108,15.240746824529111
44.91233507,0.26706724,13.59561137,17.30267594430149
36.38981909,0.19196014,30.38952537,13.320812024542942
46.29172801,0.17647512,13.53808738,31.36712541833256
50.63243736,0.30580336,36.06898955,8.319304756127343
45.58503169,0.25697325,26.39086496,-13.437686808853291
39.35152438,0.18201143,17.27339108,9.533185995118606
42.80094914,0.11417935,14.01497873,2.7774636727146045
69.41193174,0.48306714,25.45612882,5.209921126161601
46.96563577,0.22423194,21.23827443,23.58293060471316
53.23880473,0.38966382,16.55703128,7.908326323284674
39.3299028,0.18168904,36.67803247,7.233057213120237
41.93663238,0.1670314,31.69478728,4.77762531457064
42.71655432,0.06735657,28.88793466,10.972999958119347
48.85347316,0.24571734,25.66866736,23.54778935572539
44.23893288,0.16201642,24.16081099,23.08981145574764
41.57894273,0.11758504,24.83340812,20.461503549234862
47.90305269,0.20272307,16.07170187,32.8433694096275
83.05236845,0.61925479,14.03301685,21.988389520404155
43.52778376,0.15085524,28.70624419,1.5804565022653279
45.60047958,0.18604016,20.60209062,-4.622249881961012
46.44516578,0.11670732,34.3415632,10.838378905792833
50.19667058,0.26586315,23.09296476,8.204863231889659
45.87278343,0.16453676,33.27860319,17.14196284636435
45.95899324,0.21047242,16.89507099,18.420151491641388
88.29897818,0.54760598,30.62659294,9.585839396860148
143.91656623,0.74182584,11.93682828,29.60336402234943
18865.84168691,0.99941967,95.46698564,1.5435766911962265
